-0.754701 -0.126994
-0.65816 -0.185457
-0.596213 -0.00382757
-0.587731 0.0157013
-0.575059 0.172058
-0.403566 0.139917
-0.488195 0.325178
-0.731717 0.414309
-0.566263 0.526115
-0.51032 0.747604
-0.544822 0.5484
-0.442408 0.41536
-0.277786 0.487214
-0.297243 0.289002
-0.112565 0.260341
0.0104814 0.327258
0.155522 0.328157
0.0635575 0.573547
0.042991 0.629001
0.275057 0.492952
0.263313 0.31169
0.166557 0.24149
0.0884195 0.263943
-0.00172365 0.153933
0.108782 0.0112479
0.140643 0.010828
0.275537 0.00812354
0.344684 -0.0476092
0.395225 -0.0819951
0.315959 -0.191325
0.297324 -0.27585
0.410485 -0.394956
0.466468 -0.611952
0.400691 -0.449445
0.497105 -0.330187
0.541333 -0.263989
0.522953 -0.311878
0.655377 -0.421029
0.64407 -0.536141
0.631248 -0.558505
0.675576 -0.569955
0.796745 -0.768618
0.804553 -0.792174
0.897007 -0.816654
0.871243 -0.792523
0.979365 -0.75756
0.888968 -0.603943
0.855018 -0.494965
0.898631 -0.361063
0.935031 -0.351174
0.996722 -0.288546
0.643401 -0.171413
0.576464 -0.142697
0.533735 0.0931024
0.388027 0.0165561
0.322629 0.0319856
0.277074 0.0689316
0.178307 0.197949
0.314725 0.138782
0.35767 0.246933
0.400473 0.391161
0.383238 0.440647
0.339062 0.464578
0.403882 0.548041
0.404102 0.579047
0.448697 0.488608
0.50399 0.496882
0.595352 0.254105
0.817335 0.115998
0.884196 0.421802
0.974836 0.410118
0.763303 0.591931
0.733069 0.683597
0.892267 0.941378
0.753121 0.929702
0.681507 0.849699
0.51557 0.703917
0.53026 0.774951
0.436723 0.98721
0.376863 0.977203
0.373513 0.914322
0.33824 0.867778
0.122912 0.89853
-0.0856804 0.985943
-0.0642452 0.931532
-0.0931853 0.770736
-0.124892 0.745533
-0.166001 0.913437
-0.274801 0.878977
-0.461541 0.840179
-0.746679 0.926783
-0.829896 0.610808
-0.984402 0.49219
-0.933964 0.152851
-0.994934 0.0636138
-0.799698 0.163029
-0.789604 0.0274803
-0.765481 0.0178424
-0.866454 -0.082524
-0.847002 -0.183379
-0.982371 -0.227906
-0.944694 -0.290874
-0.821549 -0.337907
-0.857797 -0.622076
-0.882998 -0.715645
-0.994931 -0.979985
-0.758287 -0.886662
-0.635595 -0.756453
-0.431692 -0.851975
-0.314801 -0.787666
-0.237187 -0.645877
-0.247206 -0.65673
-0.188573 -0.672886
-0.125291 -0.73151
-0.0947012 -0.869431
-0.094618 -0.87491
0.125196 -0.92312
0.279503 -0.881537
0.367826 -0.962367
0.403597 -0.960803
0.411396 -0.955066
0.503501 -0.990519
0.578988 -0.800982
0.511677 -0.830372
0.358493 -0.792041
0.435945 -0.723464
0.345928 -0.603362
0.127183 -0.540554
-0.03177 -0.548286
-7.50642e-05 -0.390769
0.0799016 -0.313689
0.116076 -0.107193
0.0405315 -0.0524186
-0.0404327 -0.121373
-0.228772 -0.109883
-0.199915 -0.0348038
-0.33345 0.0118473
-0.460226 -0.0837734
-0.391225 -0.179407
-0.344128 -0.342514
-0.396922 -0.367636
-0.335559 -0.403128
-0.455523 -0.555646
-0.461776 -0.553653
-0.502356 -0.532729
-0.688815 -0.605897
-0.758441 -0.588653
-0.67623 -0.422437
-0.790436 -0.195949
-0.777577 -0.135717
