0 2 27 36 4 30 10 25 34 6 42 1 11 7 24 18 3 49 16 5 14 26 43 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 45 39 48 40 33 32 44 22 13 21 23670.5 28863.3
0 2 27 36 4 30 10 25 34 6 18 45 3 14 43 7 16 42 1 11 24 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 39 48 40 33 32 44 22 13 21 21161.6 25185.6
0 2 30 4 36 27 10 25 34 6 18 45 3 14 43 7 16 42 1 11 24 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 39 48 40 33 32 44 22 13 21 19980.8 22714.9
0 32 2 30 4 36 27 10 25 34 6 18 45 3 14 43 7 16 42 1 11 24 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 39 48 40 33 44 22 13 21 18493.6 20970.2
0 32 2 30 4 36 27 10 25 34 6 18 45 3 14 43 11 1 42 16 7 24 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 39 48 40 33 44 22 13 21 16870 19669.3
0 32 2 30 1 4 36 27 10 25 34 6 18 45 3 14 43 11 42 16 7 24 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 35 29 39 48 40 33 44 22 13 21 16338.9 18455.4
0 32 2 30 4 36 27 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 1 10 25 34 6 18 45 3 14 43 11 42 16 7 35 29 24 39 48 40 33 44 22 13 21 14991.8 17290.6
0 32 2 30 4 36 27 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 1 10 25 35 29 24 39 48 40 33 44 22 13 21 7 16 42 11 43 14 3 45 18 6 34 13995.4 16055.9
0 32 2 30 4 36 27 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 1 10 25 35 29 39 24 48 40 33 44 22 13 21 7 16 42 11 43 14 3 45 18 6 34 13643.7 14901.2
0 32 2 30 4 36 27 49 5 26 41 47 15 9 23 8 19 17 38 37 28 20 31 12 46 1 10 43 11 42 16 7 21 13 22 44 33 40 48 24 39 29 35 25 14 3 45 18 6 34 13424.8 14186.9
0 32 2 30 4 36 27 49 5 12 46 1 10 25 35 29 39 24 48 40 23 8 19 17 38 37 28 20 31 45 18 6 33 44 22 13 21 7 16 42 11 43 14 3 26 41 47 15 9 34 12939.8 13848.8
0 32 2 12 5 49 27 36 4 30 46 1 10 25 35 29 39 24 48 40 23 8 19 17 38 37 28 20 31 45 18 6 33 44 22 13 21 7 16 42 11 43 14 3 26 41 47 15 9 34 12699.6 13464.3
0 32 2 30 4 36 27 49 5 26 15 9 23 8 19 17 37 38 28 20 31 12 40 48 24 47 41 46 1 10 43 11 42 16 7 21 13 22 44 33 39 29 35 25 14 3 45 18 6 34 12640.4 13195.8
0 32 2 30 4 36 27 49 5 26 15 9 23 8 19 17 37 38 28 20 31 12 40 48 24 47 41 46 1 10 43 11 42 16 7 21 13 22 35 25 14 3 45 18 44 33 39 29 6 34 11788.2 12951.5
0 38 28 20 31 12 40 48 24 47 41 46 1 10 43 11 42 16 7 21 13 22 35 25 14 3 32 2 30 4 36 27 49 5 26 15 9 23 8 19 17 37 45 18 44 33 39 29 6 34 11645.7 12758.1
0 38 28 20 31 12 40 48 24 47 41 30 2 32 3 14 25 35 22 13 21 7 16 42 11 43 10 1 46 4 36 27 49 5 26 15 9 23 8 19 17 37 45 18 44 33 39 29 6 34 10413.2 12215.1
0 38 28 20 31 47 41 30 2 32 3 14 25 35 22 13 21 7 16 42 11 43 10 1 46 4 36 27 49 5 26 15 12 40 48 24 9 23 8 19 17 37 45 18 44 33 39 29 6 34 10144.7 11600.5
0 38 28 20 31 12 40 48 24 47 41 30 2 32 3 14 25 35 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 42 9 23 8 19 34 6 29 39 33 44 18 45 37 17 10051.2 10932.1
0 38 28 20 31 12 40 48 24 47 41 35 25 14 3 32 2 30 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 42 9 23 8 19 34 6 29 39 33 44 18 45 37 17 9941.27 10330.5
0 38 28 20 31 12 40 48 24 39 33 44 18 45 37 47 41 30 25 35 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 2 32 3 14 42 9 23 8 19 34 6 29 17 9592.45 10189.4
0 33 44 18 45 37 47 41 30 25 35 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 2 32 3 14 42 9 23 8 19 34 6 29 38 28 20 31 12 40 48 24 39 17 9181.26 10015.1
0 9 42 23 8 19 34 6 29 38 28 20 31 12 40 48 24 39 33 44 18 45 37 47 41 30 25 35 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 2 32 3 14 17 8946.25 9916.21
0 9 42 23 8 19 34 6 29 38 28 20 31 12 40 35 25 30 41 47 37 45 18 44 33 39 24 48 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 2 32 3 14 17 8819.71 9615.54
0 9 42 23 8 47 41 30 25 35 40 12 31 20 28 38 29 6 34 19 37 45 18 44 33 39 24 48 22 13 21 7 16 15 26 5 49 27 36 4 46 1 10 43 11 2 32 3 14 17 8731.31 9330.77
0 9 42 23 17 14 3 32 2 11 43 10 1 46 4 36 27 49 5 26 30 25 35 40 12 15 16 7 21 13 22 48 24 39 33 44 18 45 37 47 41 31 20 28 38 29 6 34 19 8 8472.28 9124.05
0 9 42 23 17 14 3 32 2 11 43 10 1 46 4 36 27 49 5 26 30 25 35 40 12 15 16 21 13 22 48 24 39 33 44 7 18 45 37 47 41 31 20 28 38 29 6 34 19 8 8396.47 9023.78
0 9 42 23 17 14 3 32 26 5 49 27 36 4 46 1 10 43 11 2 30 25 35 40 12 15 16 21 13 22 48 24 39 33 44 7 18 45 37 47 41 31 20 28 38 29 6 34 19 8 8073.72 8861.38
0 9 42 23 17 14 3 32 26 5 49 27 36 4 46 1 10 43 11 2 30 25 35 40 12 15 16 21 13 22 48 24 47 37 45 18 7 44 33 39 41 31 20 28 38 29 6 34 19 8 8046.55 8678.68
0 9 42 23 17 14 3 32 26 5 49 27 36 4 46 1 10 43 11 2 30 25 40 35 12 15 16 21 13 22 48 24 47 37 45 18 7 44 33 39 41 31 20 28 38 29 6 34 19 8 7798.91 8598.15
0 9 3 42 23 17 14 32 26 5 49 27 36 4 46 1 10 43 11 2 30 25 35 40 12 15 16 7 21 13 22 48 24 39 41 31 20 28 38 29 6 33 44 18 45 37 47 34 19 8 7660.03 8290.85
0 9 3 42 23 17 14 32 26 5 49 27 36 4 46 1 10 43 11 2 25 30 35 40 12 15 16 7 21 13 22 48 24 39 41 31 20 28 38 29 6 33 44 18 45 37 47 34 19 8 7527.18 8046.31
0 9 3 42 23 17 14 32 26 5 49 27 36 4 46 1 10 43 11 2 30 25 40 35 12 15 22 48 24 39 16 21 13 7 41 31 20 28 38 29 6 33 44 18 45 37 47 34 19 8 7343.31 8029.17
0 9 3 42 23 17 14 32 26 5 49 27 36 4 46 1 10 11 43 2 30 25 40 35 12 15 22 48 24 39 16 21 13 7 41 31 20 28 38 29 6 33 44 18 45 37 47 34 19 8 7017.68 7738.24
0 9 3 42 23 17 14 32 26 5 49 27 36 4 46 1 10 11 43 2 30 25 40 35 12 15 22 48 24 39 16 7 21 13 41 31 20 28 18 44 33 6 29 38 45 37 47 34 19 8 6896.36 7559.14
